kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
test.2.sm_86.ptx 49 : 65536 851968 0 0 0 0 0 0 0 
test.2.sm_86.ptx 50 : 65536 851968 0 0 0 0 0 0 0 
test.2.sm_86.ptx 51 : 65536 851968 0 0 0 0 0 0 0 
test.2.sm_86.ptx 52 : 65536 864256 0 0 0 0 0 0 0 
test.2.sm_86.ptx 53 : 65536 674688 0 0 0 0 0 0 0 
test.2.sm_86.ptx 54 : 65536 414432 0 0 0 0 0 0 0 
test.2.sm_86.ptx 55 : 65536 393216 0 0 0 0 0 0 0 
test.2.sm_86.ptx 56 : 65536 465568 0 0 0 0 0 0 0 
test.2.sm_86.ptx 57 : 65536 816288 0 0 0 0 0 0 0 
test.2.sm_86.ptx 58 : 65536 591264 0 0 0 0 0 0 0 
test.2.sm_86.ptx 59 : 65536 0 0 0 0 0 0 0 0 
test.2.sm_86.ptx 61 : 65536 789504 0 0 0 0 0 0 0 
test.2.sm_86.ptx 62 : 65536 903264 0 0 0 0 0 0 0 
test.2.sm_86.ptx 63 : 65536 529280 0 0 0 0 0 0 0 
test.2.sm_86.ptx 64 : 65536 1170912 0 0 0 0 0 0 0 
test.2.sm_86.ptx 88 : 65536 720480 0 0 0 0 0 0 0 
test.2.sm_86.ptx 100 : 262144 2763136 0 0 0 0 0 0 0 
test.2.sm_86.ptx 111 : 262144 3158624 0 0 0 0 0 0 0 
test.2.sm_86.ptx 122 : 1048576 45384192 0 0 0 32768 32768 0 0 
test.2.sm_86.ptx 123 : 1048576 9810528 0 0 0 0 0 0 0 
test.2.sm_86.ptx 217 : 1048576 11103296 0 0 0 0 0 0 0 
test.2.sm_86.ptx 218 : 1048576 11805856 0 0 0 0 0 0 0 
test.2.sm_86.ptx 219 : 1048576 12145408 0 0 0 0 0 0 0 
test.2.sm_86.ptx 220 : 1048576 12251840 0 0 0 0 0 0 0 
test.2.sm_86.ptx 221 : 1048576 11964416 0 0 0 0 0 0 0 
test.2.sm_86.ptx 167 : 21792 227040 0 0 0 0 0 0 0 
test.2.sm_86.ptx 168 : 21792 10415968 72064 0 0 2724 681 0 0 
